player_name,stat,median_diff,games_home,games_away
Harry Schoenberg,fantasy_points,-20,4,2
Hugh Boxshall,fantasy_points,-20,9,11
Phoenix Gothard,fantasy_points,-20,8,8
James Harmes,fantasy_points,-20.5,7,6
Jordon Sweet,fantasy_points,-20.5,22,18
Alix Tauru,fantasy_points,-21.5,4,5
Oliver Greeves,fantasy_points,-21.5,2,2
Will Graham,fantasy_points,-21.5,10,10
Bobby Hill,fantasy_points,-23,9,5
Louis Emmett,fantasy_points,-23,3,4
Lachlan Sholl,fantasy_points,-24,3,2
Harry O'Farrell,fantasy_points,-24.5,4,2
Nic Martin,fantasy_points,-26,7,9
Liam Reidy,fantasy_points,-27.5,1,4
Callan Ward,fantasy_points,-29,5,7
Jacob Blight,fantasy_points,-31,4,3
Jaxon Binns,fantasy_points,-32,2,3
Lachlan Murphy,fantasy_points,-34,2,3
Charlie Dean,fantasy_points,-39,3,1
Jack Dalton,fantasy_points,NA,4,0
Tom Mitchell,fantasy_points,NA,0,4
Jake Waterman,goals,1.5,14,16
Bailey J. Williams,goals,1,14,20
Ben Long,goals,1,21,23
Brent Daniels,goals,1,8,8
Brody Mihocek,goals,1,17,15
Callum Brown,goals,1,20,19
Calsher Dear,goals,1,7,7
Cameron Zurhaar,goals,1,23,21
Campbell Lake,goals,1,5,4
Christian Petracca,goals,1,23,20
Cody Angove,goals,1,3,2
Cody Curtin,goals,1,3,1
Cody Weightman,goals,1,5,3
Cooper Hynes,goals,1,13,15
Cooper Sharman,goals,1,20,21
Cooper Trembath,goals,1,14,11
Ed Richards,goals,1,22,22
Elliot Yeo,goals,1,9,11
Ethan Read,goals,1,15,20
Finnbar Maley,goals,1,8,5
Harry Sharp,goals,1,19,21
Harvey Johnston,goals,1,3,5
Hayden McLean,goals,1,12,17
Hugo Ralphsmith,goals,1,12,12
Isaac Kako,goals,1,18,19
Jacob Konstanty,goals,1,18,15
Jai Culley,goals,1,5,6
Jayden Hunt,goals,1,7,8
Jed Walter,goals,1,14,19
Jesse Hogan,goals,1,14,11
Joe Richards,goals,1,23,18
Joel Amartey,goals,1,12,11
Jordan Dawson,goals,1,23,21
Josh Rachele,goals,1,18,18
Jy Farrar,goals,1,6,5
Kai Lohmann,goals,1,19,21
Lachlan McNeil,goals,1,15,16
Laitham Vandermeer,goals,1,9,12
Leonardo Lombard,goals,1,13,13
Liam Fawcett,goals,1,3,5
Liam McMahon,goals,1,4,3
Malcolm Rosas,goals,1,10,10
Marcus Bontempelli,goals,1,19,20
Matt Whitlock,goals,1,4,1
Max Gruzewski,goals,1,10,11
Max Ramsden,goals,1,2,4
Mitch Georgiades,goals,1,23,20
Mitch Zadow,goals,1,5,3
Oscar Steene,goals,1,3,5
Sam Cumming,goals,1,8,6
Sam Darcy,goals,1,11,12
Sam Davidson,goals,1,19,15
Sam Draper,goals,1,12,14
Sam Powell-Pepper,goals,1,9,7
Seth Campbell,goals,1,22,22
Sullivan Robey,goals,1,7,8
Talor Byrne,goals,1,7,10
Taylor Walker,goals,1,23,15
Thomas Sims,goals,1,5,6
Toby Bedford,goals,1,21,19
Tom Green,goals,1,11,12
Tyson Stengle,goals,1,13,11
Will McLachlan,goals,1,3,4
Willem Duursma,goals,1,10,11
Aaron Francis,goals,0.5,4,6
Alix Tauru,goals,0.5,4,5
Bailey Humphrey,goals,0.5,20,22
Ben King,goals,0.5,22,25
Caleb Poulter,goals,0.5,2,5
Charlie West,goals,0.5,4,4
Darcy Byrne-Jones,goals,0.5,22,21
Dylan Patterson,goals,0.5,3,2
Elijah Hollands,goals,0.5,4,7
Errol Gulden,goals,0.5,10,10
Flynn Young,goals,0.5,6,5
Harrison Petty,goals,0.5,19,18
Harry Armstrong,goals,0.5,6,6
Harry McKay,goals,0.5,14,18
Hussien El Achkar,goals,0.5,4,5
Jack Buller,goals,0.5,11,8
Jack Ison,goals,0.5,4,4
Jacob Blight,goals,0.5,4,3
Jacob Newton,goals,0.5,2,3
Jake Melksham,goals,0.5,12,13
Jake Riccardi,goals,0.5,16,13
Jeremy Finlayson,goals,0.5,4,4
Jobe Shanahan,goals,0.5,14,17
Justin McInerney,goals,0.5,18,12
Logan Morris,goals,0.5,22,25
Mabior Chol,goals,0.5,19,22
Mason Cox,goals,0.5,12,13
Mitch McGovern,goals,0.5,19,20
Rhys Unwin,goals,0.5,4,2
Sam Switkowski,goals,0.5,18,21
Taylor Adams,goals,0.5,2,2
Toby Murray,goals,0.5,5,8
Tom Cochrane,goals,0.5,2,4
Vigo Visentini,goals,0.5,2,2
Zane Duursma,goals,0.5,14,11
Aaron Naughton,goals,0,23,21
Adam Cerra,goals,0,18,20
Adam Saad,goals,0,11,13
Aidan Corr,goals,0,14,11
Alex Davies,goals,0,8,6
Alex Pearce,goals,0,17,18
Alex Sexton,goals,0,2,3
Aliir Aliir,goals,0,23,21
Alixzander Tauru,goals,0,4,6
Andrew Brayshaw,goals,0,23,23
Andrew McGrath,goals,0,21,21
Angus Anderson,goals,0,6,9
Angus Clarke,goals,0,10,9
Angus Hastie,goals,0,9,6
Angus Sheldrick,goals,0,18,19
Anthony Caminiti,goals,0,21,20
Archer Day-Wicks,goals,0,12,13
Archer Reid,goals,0,9,11
Archie Perkins,goals,0,16,20
Archie Roberts,goals,0,21,22
Arthur Jones,goals,0,13,8
Ashton Moir,goals,0,5,6
Bailey Banfield,goals,0,10,11
Bailey Dale,goals,0,20,20
Bailey Macdonald,goals,0,11,6
Bailey Scott,goals,0,8,7
Bailey Smith,goals,0,23,21
Bailey Williams,goals,0,20,19
Balyn O'Brien,goals,0,3,2
Bayley Fritsch,goals,0,19,23
Beau Addinsall,goals,0,4,4
Beau McCreery,goals,0,21,19
Ben Ainsworth,goals,0,21,25
Ben Hobbs,goals,0,7,11
Ben Jepson,goals,0,2,3
Ben Keays,goals,0,25,22
Ben McKay,goals,0,12,13
Ben Miller,goals,0,22,21
Ben Paton,goals,0,2,2
Billy Frampton,goals,0,20,18
Billy Wilson,goals,0,8,10
Blake Acres,goals,0,13,15
Blake Hardwick,goals,0,23,25
Blake Howes,goals,0,15,17
Bo Allan,goals,0,12,12
Bodhi Uwland,goals,0,22,25
Bodie Ryan,goals,0,3,2
Brad Close,goals,0,21,20
Bradley Hill,goals,0,22,22
Brady Hough,goals,0,20,24
Braeden Campbell,goals,0,13,15
Brandon Starcevich,goals,0,9,15
Brandon Zerk-Thatcher,goals,0,9,8
Brayden Cook,goals,0,12,12
Brayden Maynard,goals,0,18,19
Brennan Cox,goals,0,20,21
Brodie Grundy,goals,0,19,23
Brodie Kemp,goals,0,13,14
Bruce Reville,goals,0,14,17
Brynn Teakle,goals,0,1,3
Buku Khamis,goals,0,18,18
Caiden Cleary,goals,0,9,11
Caleb Daniel,goals,0,24,21
Caleb Serong,goals,0,22,21
Caleb Windsor,goals,0,18,18
Callum Ah Chee,goals,0,15,18
Callum Coleman-Jones,goals,0,4,2
Callum Mills,goals,0,15,18
Callum Wilkie,goals,0,22,23
Cam Mackenzie,goals,0,16,16
Cameron Nairn,goals,0,2,2
Campbell Chesser,goals,0,4,3
Campbell Gray,goals,0,3,9
Chad Warner,goals,0,22,23
Changkuoth Jiath,goals,0,12,22
Charlie Ballard,goals,0,2,9
Charlie Cameron,goals,0,22,25
Charlie Comben,goals,0,22,19
Charlie Dean,goals,0,3,1
Charlie Spargo,goals,0,15,13
Chayce Jones,goals,0,5,3
Christian Moraes,goals,0,14,11
Christian Salem,goals,0,15,16
Christopher Scerri,goals,0,4,4
Clay Hall,goals,0,5,8
Clayton Oliver,goals,0,24,20
Colby McKercher,goals,0,24,21
Connor Budarick,goals,0,13,19
Connor Idun,goals,0,24,22
Connor Macdonald,goals,0,22,24
Connor O'Sullivan,goals,0,24,23
Connor Rozee,goals,0,13,10
Conor Nash,goals,0,15,17
Conor Stone,goals,0,8,8
Cooper Duff-Tytler,goals,0,6,9
Cooper Harvey,goals,0,7,7
Cooper Lord,goals,0,14,15
Corey Durdin,goals,0,20,18
Corey Wagner,goals,0,15,15
Dan Houston,goals,0,22,21
Dane Rampe,goals,0,16,19
Daniel Curtin,goals,0,21,19
Daniel Rioli,goals,0,18,21
Daniel Turner,goals,0,16,21
Dante Visentini,goals,0,12,10
Darcy Cameron,goals,0,24,22
Darcy Fogarty,goals,0,19,18
Darcy Fort,goals,0,20,22
Darcy Gardiner,goals,0,14,15
Darcy Jones,goals,0,12,11
Darcy Moore,goals,0,14,12
Darcy Parish,goals,0,7,10
Darcy Tucker,goals,0,4,3
Darcy Wilmot,goals,0,23,26
David Swallow,goals,0,3,6
Dayne Zorko,goals,0,19,20
Deven Robertson,goals,0,3,5
Dion Prestia,goals,0,14,15
Dougal Howard,goals,0,6,3
Dylan Moore,goals,0,22,25
Dylan Shiel,goals,0,6,8
Dylan Stephens,goals,0,24,20
Dyson Sharp,goals,0,7,7
Ed Langdon,goals,0,22,23
Edward Allan,goals,0,14,16
Elijah Hewett,goals,0,12,14
Elijah Tsatas,goals,0,5,6
Eric Hipwood,goals,0,15,16
Esava Ratugolea,goals,0,12,9
Ewan Mackinlay,goals,0,8,7
Finn Callaghan,goals,0,20,20
Finn Maginness,goals,0,8,11
Finn O'Sullivan,goals,0,19,21
Flynn Perez,goals,0,6,1
Francis Evans,goals,0,14,16
George Hewett,goals,0,20,21
George Stevens,goals,0,2,2
Griffin Logue,goals,0,18,13
Gryan Miers,goals,0,20,18
Hamish Davis,goals,0,12,16
Harris Andrews,goals,0,22,24
Harrison Jones,goals,0,6,7
Harrison Ramm,goals,0,4,2
Harry Cunningham,goals,0,11,12
Harry Dean,goals,0,10,9
Harry Edwards,goals,0,9,10
Harry Himmelberg,goals,0,24,22
Harry Kyle,goals,0,4,5
Harry Morrison,goals,0,15,17
Harry Perryman,goals,0,23,18
Harry Rowston,goals,0,11,10
Harry Sheezel,goals,0,24,21
Harvey Gallagher,goals,0,3,5
Harvey Harrison,goals,0,5,5
Harvey Thomas,goals,0,21,18
Heath Chapman,goals,0,23,22
Henry Hustwaite,goals,0,3,2
Hudson O'Keeffe,goals,0,5,3
Hugh Bond,goals,0,6,6
Hugh Boxshall,goals,0,9,11
Hugh Jackson,goals,0,3,6
Hugo Garcia,goals,0,19,20
Hugo Hall-Kahan,goals,0,4,6
Hunter Clark,goals,0,10,10
Isaac Cumming,goals,0,20,19
Isaac Heeney,goals,0,22,21
Isaac Keeler,goals,0,7,6
Isaac Quaynor,goals,0,23,22
Isaiah Dudley,goals,0,20,18
Izak Rankine,goals,0,22,19
Jack Bowes,goals,0,15,15
Jack Buckley,goals,0,15,13
Jack Carroll,goals,0,6,9
Jack Crisp,goals,0,24,23
Jack Darling,goals,0,23,20
Jack Ginnivan,goals,0,23,24
Jack Graham,goals,0,15,15
Jack Gunston,goals,0,18,21
Jack Henry,goals,0,19,20
Jack Higgins,goals,0,20,19
Jack Hutchinson,goals,0,11,11
Jack Macrae,goals,0,16,16
Jack Martin,goals,0,17,13
Jack Payne,goals,0,7,6
Jack Ross,goals,0,20,21
Jack Scrimshaw,goals,0,10,12
Jack Silvagni,goals,0,16,19
Jack Sinclair,goals,0,19,19
Jack Steele,goals,0,22,22
Jack Viney,goals,0,8,10
Jack Watkins,goals,0,7,4
Jack Williams,goals,0,12,12
Jackson Mead,goals,0,16,14
Jacob Farrow,goals,0,10,10
Jacob Hopper,goals,0,18,17
Jacob Wehr,goals,0,15,15
Jacob Weitering,goals,0,18,16
Jacob van Rooyen,goals,0,18,20
Jaeger O'Meara,goals,0,9,11
Jagga Smith,goals,0,10,12
Jai Murray,goals,0,5,4
Jai Newcombe,goals,0,23,25
Jai Serong,goals,0,11,10
Jake Bowey,goals,0,19,18
Jake Kolodjashnij,goals,0,7,4
Jake Lever,goals,0,14,15
Jake Lloyd,goals,0,22,22
Jake Rogers,goals,0,7,10
Jake Soligo,goals,0,23,21
Jake Stringer,goals,0,19,18
James Borlase,goals,0,9,9
James Jordon,goals,0,22,23
James Leake,goals,0,3,5
James O'Donnell,goals,0,20,20
James Peatling,goals,0,24,20
James Rowbottom,goals,0,21,22
James Sicily,goals,0,20,24
James Trezise,goals,0,17,13
James Tunstill,goals,0,7,7
James Worpel,goals,0,13,19
Jamie Cripps,goals,0,13,13
Jamie Elliott,goals,0,18,18
Jarman Impey,goals,0,20,24
Jarrod Berry,goals,0,18,23
Jarrod Witts,goals,0,17,19
Jase Burgoyne,goals,0,22,20
Jason Horne-Francis,goals,0,21,15
Jason Johannisen,goals,0,8,8
Jaspa Fletcher,goals,0,23,26
Jasper Alger,goals,0,6,6
Jaxon Artemis,goals,0,3,2
Jaxon Binns,goals,0,2,3
Jaxon Prior,goals,0,22,22
Jayden Laverde,goals,0,16,17
Jayden Nguyen,goals,0,5,5
Jayden Short,goals,0,19,17
Jed Bews,goals,0,2,2
Jedd Busslinger,goals,0,8,7
Jeremy Cameron,goals,0,23,19
Jeremy Howe,goals,0,18,17
Jeremy McGovern,goals,0,4,2
Jeremy Sharp,goals,0,7,9
Jesse Motlop,goals,0,12,11
Jhye Clark,goals,0,10,8
Jimmy Webster,goals,0,9,6
Joe Berry,goals,0,18,16
Joe Fonti,goals,0,20,18
Joel Fitzgerald,goals,0,4,5
Joel Freijah,goals,0,23,22
Joel Hamling,goals,0,11,11
Joel Jeffrey,goals,0,22,24
John Noble,goals,0,22,25
Jordan Boyd,goals,0,1,4
Jordan Clark,goals,0,23,23
Jordan Croft,goals,0,10,9
Jordan De Goey,goals,0,17,14
Jordan Ridley,goals,0,8,9
Jordon Butts,goals,0,9,10
Jordon Sweet,goals,0,22,18
Josaia Delana,goals,0,5,6
Josh Battle,goals,0,22,24
Josh Daicos,goals,0,24,23
Josh Dolan,goals,0,14,7
Josh Dunkley,goals,0,23,26
Josh Goater,goals,0,3,2
Josh Kelly,goals,0,9,6
Josh Lai,goals,0,10,8
Josh Lindsay,goals,0,6,8
Josh Sinn,goals,0,11,9
Josh Treacy,goals,0,23,23
Josh Ward,goals,0,23,24
Josh Weddle,goals,0,17,20
Josh Worrell,goals,0,24,22
Joshua Draper,goals,0,4,7
Judd McVee,goals,0,18,19
Jy Simpkin,goals,0,24,19
Jye Amiss,goals,0,23,23
Jye Menzie,goals,0,5,5
Kade Chandler,goals,0,22,22
Kaleb Smith,goals,0,3,5
Kamdyn McIntosh,goals,0,12,11
Kane Farrell,goals,0,18,16
Kane McAuliffe,goals,0,8,6
Karl Amon,goals,0,18,24
Karl Worner,goals,0,22,23
Keidean Coleman,goals,0,7,7
Kieren Briggs,goals,0,19,18
Koltyn Tholstrup,goals,0,15,16
Kye Annand,goals,0,6,4
Kyle Langford,goals,0,15,12
Kysaiah Pickett,goals,0,20,22
Lachie Ash,goals,0,24,22
Lachie Fogarty,goals,0,13,9
Lachie Jaques,goals,0,7,3
Lachie Jones,goals,0,20,17
Lachie Neale,goals,0,20,24
Lachie Schultz,goals,0,18,18
Lachie Weller,goals,0,15,15
Lachie Whitfield,goals,0,22,21
Lachlan Blakiston,goals,0,13,15
Lachlan Bramble,goals,0,23,22
Lachlan Cowan,goals,0,17,18
Lachlan Gulbin,goals,0,4,7
Lachlan McAndrew,goals,0,10,11
Lachlan Murphy,goals,0,2,3
Lachlan Sullivan,goals,0,8,8
Lance Collard,goals,0,7,5
Latrelle Pickett,goals,0,8,8
Lawson Humphries,goals,0,24,22
Leek Aleer,goals,0,9,11
Levi Ashcroft,goals,0,23,26
Lewis Melican,goals,0,16,11
Lewis Young,goals,0,10,14
Liam Baker,goals,0,21,21
Liam Duggan,goals,0,20,23
Liam Jones,goals,0,2,3
Liam O'Connell,goals,0,10,9
Liam Puncher,goals,0,3,4
Liam Reidy,goals,0,1,4
Liam Ryan,goals,0,18,18
Liam Stocker,goals,0,16,18
Lloyd Meek,goals,0,23,24
Logan Evans,goals,0,14,15
Louis Emmett,goals,0,3,4
Luamon Lual,goals,0,6,6
Luke Breust,goals,0,4,4
Luke Cleary,goals,0,11,7
Luke Davies-Uniacke,goals,0,24,20
Luke Jackson,goals,0,22,21
Luke McDonald,goals,0,17,15
Luke Nankervis,goals,0,10,12
Luke Parker,goals,0,23,21
Luke Pedlar,goals,0,11,8
Luke Ryan,goals,0,23,22
Luke Trainor,goals,0,16,16
Mac Andrew,goals,0,22,24
Mani Liddy,goals,0,6,3
Marc Pittonet,goals,0,13,13
Marcus Herbert,goals,0,3,6
Marcus Windhager,goals,0,22,23
Mark Blicavs,goals,0,20,23
Mark Keane,goals,0,17,16
Mark O'Connor,goals,0,24,20
Mason Redman,goals,0,16,18
Massimo D'Ambrosio,goals,0,23,25
Matt Crouch,goals,0,4,2
Matt Flynn,goals,0,12,10
Matt Guelfi,goals,0,7,8
Matt Roberts,goals,0,18,18
Matt Rowell,goals,0,18,24
Mattaes Phillipou,goals,0,10,18
Matthew Carroll,goals,0,15,12
Matthew Cottrell,goals,0,9,8
Matthew Jefferson,goals,0,10,12
Matthew Johnson,goals,0,19,20
Matthew Kennedy,goals,0,23,22
Maurice Rioli,goals,0,10,12
Max Gawn,goals,0,22,23
Max Hall,goals,0,22,23
Max Heath,goals,0,5,6
Max Holmes,goals,0,24,20
Max Kondogiannis,goals,0,6,5
Max Michalanney,goals,0,23,20
Michael Frederick,goals,0,21,20
Michael Sellwood,goals,0,11,11
Milan Murdock,goals,0,9,10
Miles Bergman,goals,0,18,16
Mitch Duncan,goals,0,5,4
Mitch Lewis,goals,0,15,14
Mitchell Edwards,goals,0,9,8
Mitchell Hinge,goals,0,14,11
Murphy Reid,goals,0,22,23
Mykelti Lefau,goals,0,12,9
Nat Fyfe,goals,0,4,4
Nate Caddy,goals,0,19,19
Nathan Broad,goals,0,23,20
Nathan O'Driscoll,goals,0,17,12
Ned Long,goals,0,23,22
Ned Moyle,goals,0,10,8
Ned Reeves,goals,0,8,8
Neil Erasmus,goals,0,20,18
Nic Martin,goals,0,7,9
Nic Newman,goals,0,7,9
Nicholas Madden,goals,0,7,4
Nick Blakey,goals,0,22,23
Nick Bryan,goals,0,8,8
Nick Coffield,goals,0,8,9
Nick Daicos,goals,0,24,22
Nick Haynes,goals,0,20,21
Nick Holman,goals,0,10,12
Nick Larkey,goals,0,21,18
Nick Murray,goals,0,14,9
Nick Vlastuin,goals,0,22,21
Nick Watson,goals,0,22,23
Noah Anderson,goals,0,21,25
Noah Answerth,goals,0,14,17
Noah Balta,goals,0,16,14
Noah Long,goals,0,4,6
Oisin Mullin,goals,0,24,23
Oleg Markov,goals,0,3,5
Oliver Dempsey,goals,0,25,23
Oliver Florent,goals,0,18,20
Oliver Francou,goals,0,2,2
Oliver Hannaford,goals,0,3,2
Oliver Hayes-Brown,goals,0,3,4
Oliver Henry,goals,0,17,19
Oliver Hollands,goals,0,18,16
Ollie Lord,goals,0,8,8
Ollie Wines,goals,0,19,19
Orazio Fantasia,goals,0,4,2
Oscar Adams,goals,0,13,8
Oscar Allen,goals,0,11,12
Oscar McDonald,goals,0,10,6
Oscar McInerney,goals,0,5,9
Oskar Baker,goals,0,7,11
Oskar Smartt,goals,0,2,2
Patrick Cripps,goals,0,22,23
Patrick Dangerfield,goals,0,20,19
Patrick Lipinski,goals,0,24,18
Patrick Retschko,goals,0,9,8
Paul Curtis,goals,0,22,16
Peter Wright,goals,0,19,17
Phoenix Gothard,goals,0,8,8
Reilly O'Brien,goals,0,16,11
Reuben Ginbey,goals,0,18,18
Rhett Bazzo,goals,0,9,11
Rhyan Mansell,goals,0,11,15
Rhylee West,goals,0,23,21
Rhys Stanley,goals,0,11,9
Riley Bice,goals,0,16,20
Riley Hamilton,goals,0,5,2
Riley Hardeman,goals,0,12,11
Robert Hansen Jr,goals,0,6,6
Rory Laird,goals,0,21,18
Rory Lobb,goals,0,21,21
Rowan Marshall,goals,0,22,21
Ryan Angwin,goals,0,16,13
Ryan Burton,goals,0,5,3
Ryan Byrnes,goals,0,17,14
Ryan Lester,goals,0,21,23
Ryan Maric,goals,0,14,20
Ryley Sanders,goals,0,20,21
Saad El-Hawli,goals,0,10,7
Sam Banks,goals,0,20,19
Sam Berry,goals,0,22,18
Sam Clohesy,goals,0,10,15
Sam Collins,goals,0,21,22
Sam Day,goals,0,7,6
Sam De Koning,goals,0,23,18
Sam Docherty,goals,0,9,6
Sam Durham,goals,0,19,21
Sam Flanders,goals,0,16,19
Sam Grlj,goals,0,9,11
Sam Lalor,goals,0,11,12
Sam Marshall,goals,0,6,7
Sam Swadling,goals,0,4,3
Sam Taylor,goals,0,16,15
Sam Walsh,goals,0,17,19
Sam Wicks,goals,0,19,19
Samson Ryan,goals,0,4,3
Sandy Brock,goals,0,8,12
Scott Pendlebury,goals,0,22,16
Seamus Mitchell,goals,0,2,2
Sean Darcy,goals,0,11,13
Shai Bolton,goals,0,23,21
Shaun Mannagh,goals,0,24,21
Sid Draper,goals,0,5,5
Steele Sidebottom,goals,0,23,19
Stephen Coniglio,goals,0,17,13
Steven May,goals,0,7,9
Taj Hotton,goals,0,9,7
Tanner Bruhn,goals,0,9,11
Taylor Duryea,goals,0,3,2
Ted Clohesy,goals,0,5,4
Thomson Dow,goals,0,6,5
Tim English,goals,0,19,19
Tim Kelly,goals,0,21,19
Tobie Travaglia,goals,0,7,11
Toby Greene,goals,0,23,19
Toby McMullin,goals,0,8,10
Toby Nankervis,goals,0,18,15
Toby Pink,goals,0,11,11
Todd Goldstein,goals,0,8,8
Todd Marshall,goals,0,7,7
Tom Atkins,goals,0,25,23
Tom Barrass,goals,0,21,22
Tom Blamires,goals,0,8,9
Tom Brown,goals,0,22,18
Tom Burton,goals,0,3,2
Tom Cole,goals,0,15,19
Tom De Koning,goals,0,21,20
Tom Gross,goals,0,4,7
Tom Liberatore,goals,0,17,17
Tom McCarthy,goals,0,15,16
Tom McCartin,goals,0,19,20
Tom McDonald,goals,0,12,14
Tom Papley,goals,0,14,14
Tom Powell,goals,0,16,15
Tom Sparrow,goals,0,22,22
Tom Stewart,goals,0,22,18
Touk Miller,goals,0,21,24
Travis Boak,goals,0,6,10
Trent Rivers,goals,0,19,19
Tristan Xerri,goals,0,19,19
Ty Gallop,goals,0,9,14
Tylar Young,goals,0,14,15
Tyler Sonsie,goals,0,16,15
Tyrell Dewar,goals,0,7,9
Wade Derksen,goals,0,4,9
Wayne Milera,goals,0,23,18
Wil Dawson,goals,0,7,7
Wil Parker,goals,0,2,7
Wil Powell,goals,0,21,24
Will Ashcroft,goals,0,23,26
Will Day,goals,0,9,7
Will Hoskin-Elliott,goals,0,9,9
Will Lewis,goals,0,6,6
Will Lorenz,goals,0,3,6
Will Phillips,goals,0,2,5
Will Setterfield,goals,0,10,13
Will White,goals,0,6,8
Willem Drew,goals,0,24,21
William Edwards,goals,0,6,8
William Hayes,goals,0,2,8
William McCabe,goals,0,2,2
Xavier Duursma,goals,0,19,21
Xavier Lindsay,goals,0,12,11
Xavier O'Halloran,goals,0,19,17
Zac Taylor,goals,0,21,16
Zach Guthrie,goals,0,25,23
Zach Merrett,goals,0,21,23
Zach Reid,goals,0,16,16
Zak Butters,goals,0,20,17
Zak Johnson,goals,0,8,8
Zak Jones,goals,0,8,7
Zeke Uwland,goals,0,7,10
Aaron Cadman,goals,-0.5,22,19
Alex Cincotta,goals,-0.5,3,2
Brayden Fiorini,goals,-0.5,11,10
Brodie Smith,goals,-0.5,7,4
Conor McKenna,goals,-0.5,12,9
Corey Warner,goals,-0.5,9,10
George Wardlaw,goals,-0.5,16,12
Harrison Oliver,goals,-0.5,3,2
Harry O'Farrell,goals,-0.5,4,2
Harry Schoenberg,goals,-0.5,4,2
Hayden Young,goals,-0.5,10,12
Jack Henderson,goals,-0.5,3,2
Jack Ough,goals,-0.5,3,2
James Harmes,goals,-0.5,7,6
Jesse Dattoli,goals,-0.5,3,2
Lachlan Sholl,goals,-0.5,3,2
Logan McDonald,goals,-0.5,10,10
Luke Kennedy,goals,-0.5,3,2
Malakai Champion,goals,-0.5,6,4
Matthew Owies,goals,-0.5,9,10
Mitch Knevitt,goals,-0.5,3,6
Mitch Owens,goals,-0.5,20,18
Nik Cox,goals,-0.5,4,4
Noah Mraz,goals,-0.5,2,2
Oliver Greeves,goals,-0.5,2,2
Paddy Cross,goals,-0.5,5,6
Riley Garcia,goals,-0.5,4,4
Sam Butler,goals,-0.5,6,8
Thomas Edwards,goals,-0.5,5,4
Tim Membrey,goals,-0.5,21,20
Tim Taranto,goals,-0.5,22,20
Tom Anastasopoulos,goals,-0.5,2,2
Will Hayward,goals,-0.5,20,22
Xavier Bamert,goals,-0.5,6,3
Zac Banch,goals,-0.5,6,5
Zac Fisher,goals,-0.5,6,2
Zac Williams,goals,-0.5,16,12
Adam Treloar,goals,-1,7,2
Aidan Johnson,goals,-1,5,1
Alex Neal-Bullen,goals,-1,25,20
Bailey Laurie,goals,-1,10,6
Billy Cootee,goals,-1,3,5
Bobby Hill,goals,-1,9,5
Callan Ward,goals,-1,5,7
Cam Rayner,goals,-1,23,26
Charlie Curnow,goals,-1,21,18
Daniel McStay,goals,-1,20,20
Darcy Wilson,goals,-1,18,21
Harley Reid,goals,-1,19,22
Harvey Langford,goals,-1,22,22
Hugh McCluggage,goals,-1,19,21
Jack Lukosius,goals,-1,8,7
Jacob Bauer,goals,-1,3,2
Jade Gresham,goals,-1,13,13
Jed McEntee,goals,-1,3,3
Jonty Faull,goals,-1,12,14
Jye Caldwell,goals,-1,15,12
Lachy Dovaston,goals,-1,2,4
Liam Henry,goals,-1,5,9
Lincoln McCarthy,goals,-1,3,5
Mason Wood,goals,-1,19,22
Nasiah Wanganeen-Milera,goals,-1,20,20
Oliver Wiltshire,goals,-1,7,9
Peter Ladhams,goals,-1,6,6
Roan Steele,goals,-1,10,12
Shannon Neale,goals,-1,25,22
Steely Green,goals,-1,20,18
Tom Hanily,goals,-1,5,7
Tom Lynch,goals,-1,18,12
Tyler Brockman,goals,-1,10,10
Will Graham,goals,-1,10,10
Willie Rioli,goals,-1,11,8
Zac Bailey,goals,-1,22,25
Dan Butler,goals,-1.5,7,8
Jack Whitlock,goals,-1.5,14,12
Jay Polkinghorne,goals,-1.5,2,3
Patrick Voss,goals,-1.5,21,20
Archer May,goals,-2,8,9
Billy Dowling,goals,-2,1,3
Riley Thilthorpe,goals,-2,23,21
Jack Dalton,goals,NA,4,0
Tom Mitchell,goals,NA,0,4
Noah Mraz,marks,6.5,2,2
Ryan Burton,marks,4,5,3
Bailey Scott,marks,3,8,7
Balyn O'Brien,marks,3,3,2
Harvey Gallagher,marks,3,3,5
Kane Farrell,marks,3,18,16
Lincoln McCarthy,marks,3,3,5
Mabior Chol,marks,3,19,22
Mattaes Phillipou,marks,3,10,18
Wade Derksen,marks,3,4,9
Ben King,marks,2.5,22,25
Billy Wilson,marks,2.5,8,10
Brent Daniels,marks,2.5,8,8
Hugo Ralphsmith,marks,2.5,12,12
Jacob Farrow,marks,2.5,10,10
Jai Culley,marks,2.5,5,6
Jy Farrar,marks,2.5,6,5
Logan Evans,marks,2.5,14,15
Nick Coffield,marks,2.5,8,9
Alex Sexton,marks,2,2,3
Aliir Aliir,marks,2,23,21
Andrew Brayshaw,marks,2,23,23
Angus Anderson,marks,2,6,9
Ashton Moir,marks,2,5,6
Beau Addinsall,marks,2,4,4
Ben Ainsworth,marks,2,21,25
Ben Jepson,marks,2,2,3
Blake Hardwick,marks,2,23,25
Brady Hough,marks,2,20,24
Brennan Cox,marks,2,20,21
Brodie Smith,marks,2,7,4
Charlie Comben,marks,2,22,19
Charlie West,marks,2,4,4
Corey Wagner,marks,2,15,15
Daniel Curtin,marks,2,21,19
Darcy Byrne-Jones,marks,2,22,21
Darcy Fogarty,marks,2,19,18
Darcy Tucker,marks,2,4,3
Deven Robertson,marks,2,3,5
Errol Gulden,marks,2,10,10
Ewan Mackinlay,marks,2,8,7
